Neighborhood;Neighborhood Latitude;Neighborhood Longitude;Venue;Venue Latitude;Venue Longitude;Venue Category
Belltown;47.6132311;-122.3453607;Serious Pie;47.61291872720561;-122.34032433088723;Pizza Place
Belltown;47.6132311;-122.3453607;Pintxo;47.61488607118254;-122.34357297420502;Tapas Restaurant
Belltown;47.6132311;-122.3453607;Etta's Seafood;47.61055182478989;-122.34398825069765;Seafood Restaurant
Belltown;47.6132311;-122.3453607;Eggs and Plants;47.61580052159744;-122.34286959017219;Mediterranean Restaurant
Belltown;47.6132311;-122.3453607;Cost Plus World Market;47.611099;-122.3451346;Furniture / Home Store
Belltown;47.6132311;-122.3453607;CrossFit Felix;47.61565190410052;-122.34238990383515;Gym
Belltown;47.6132311;-122.3453607;Neon Boots;47.6139292724005;-122.34517537997024;Bar
Belltown;47.6132311;-122.3453607;Shaker and Spear;47.61213406253816;-122.34159752726555;Seafood Restaurant
Belltown;47.6132311;-122.3453607;Cyclops;47.6146702730601;-122.34873181844992;Bar
Belltown;47.6132311;-122.3453607;Cedar & Spokes;47.611684;-122.345774;Coffee Shop
Belltown;47.6132311;-122.3453607;Bang Bang Cafe;47.61393772368621;-122.34942690096608;Vegetarian / Vegan Restaurant
Belltown;47.6132311;-122.3453607;The Pink Door;47.61021902010718;-122.34257535965538;Italian Restaurant
Belltown;47.6132311;-122.3453607;Cherry Street Coffee House;47.61224159203839;-122.34474021390412;Coffee Shop
Belltown;47.6132311;-122.3453607;Singles Going Steady;47.61375785433132;-122.34502038924448;Record Shop
Belltown;47.6132311;-122.3453607;Mr. Darcy's;47.6136909616128;-122.34494788543296;Bar
Belltown;47.6132311;-122.3453607;Bell Street Pier;47.61088596675424;-122.34892678743503;Scenic Lookout
Belltown;47.6132311;-122.3453607;Lola;47.61324705326247;-122.33987398420676;Breakfast Spot
Belltown;47.6132311;-122.3453607;Moore Theatre;47.61186991250118;-122.3413961560031;Performing Arts Venue
Belltown;47.6132311;-122.3453607;Robbins Brothers;47.6127928;-122.345251;Construction & Landscaping
Belltown;47.6132311;-122.3453607;Pike & Western Wine Shop;47.6103803225537;-122.34341048201829;Wine Shop
Belltown;47.6132311;-122.3453607;Whisky Bar;47.61307472517535;-122.34367868563409;Whisky Bar
Belltown;47.6132311;-122.3453607;The Tasting Room;47.61041532673696;-122.3425213982127;Wine Bar
Belltown;47.6132311;-122.3453607;Pennyroyal;47.612069451760036;-122.34170820982172;Cocktail Bar
Belltown;47.6132311;-122.3453607;Belltown Pizza;47.61456569734569;-122.34841191484225;Pizza Place
Belltown;47.6132311;-122.3453607;Biscuit Bitch;47.61057353770625;-122.3415916570329;Breakfast Spot
Belltown;47.6132311;-122.3453607;La Parisienne;47.61691056871237;-122.34654259049594;Bakery
Belltown;47.6132311;-122.3453607;Rendezvous;47.61458128237241;-122.34629254438323;Bar
Belltown;47.6132311;-122.3453607;No Anchor;47.61561181081357;-122.34844000387574;Beer Bar
Belltown;47.6132311;-122.3453607;Marriott Concierge Lounge;47.610617177822846;-122.34707340347306;American Restaurant
Belltown;47.6132311;-122.3453607;Bavarian Meat Delicatessen;47.61016292405792;-122.3429097500047;Deli / Bodega
Belltown;47.6132311;-122.3453607;Piroshky Piroshky;47.60986350454703;-122.34244033809314;Bakery
Belltown;47.6132311;-122.3453607;Dahlia Lounge;47.61311751553845;-122.34020337342577;New American Restaurant
Belltown;47.6132311;-122.3453607;Cutters Crabhouse;47.61045781436012;-122.34407692428287;Seafood Restaurant
Belltown;47.6132311;-122.3453607;Turkish Delight;47.610304270667775;-122.34328984504725;Mediterranean Restaurant
Belltown;47.6132311;-122.3453607;Seatown Seabar & Rotisserie;47.61040412648574;-122.3435762685372;Seafood Restaurant
Belltown;47.6132311;-122.3453607;Wakefield Bar;47.6145257445991;-122.3463081290937;Bar
Belltown;47.6132311;-122.3453607;Starbucks;47.609988295775516;-122.34262556938519;Coffee Shop
Belltown;47.6132311;-122.3453607;Black Cat;47.6125691953768;-122.34500684749874;Bar
Belltown;47.6132311;-122.3453607;Hotel Andra;47.61322489311181;-122.34003668034451;Hotel
Belltown;47.6132311;-122.3453607;Elliott Bay CrossFit;47.61430252261196;-122.34533611352816;Gym
Belltown;47.6132311;-122.3453607;Le Panier;47.6097907988089;-122.34225747070934;Bakery
Belltown;47.6132311;-122.3453607;Ace Hotel Seattle;47.61444998261333;-122.34867726571942;Hotel
Belltown;47.6132311;-122.3453607;Old Stove Brewing Co - Marketfront;47.60959089704579;-122.3430407275913;Brewery
Belltown;47.6132311;-122.3453607;Rub With Love Shack;47.610498713450596;-122.34376791355885;Food
Belltown;47.6132311;-122.3453607;Petra Mediterranean Bistro;47.61667867587042;-122.3465673098217;Restaurant
Belltown;47.6132311;-122.3453607;Palace Kitchen;47.6145655988787;-122.34035982141536;New American Restaurant
Belltown;47.6132311;-122.3453607;Chili & Sesame Korean Kitchen;47.61512461365264;-122.3475535308641;Korean Restaurant
Belltown;47.6132311;-122.3453607;Michou;47.60984075878839;-122.34240534518894;Deli / Bodega
Belltown;47.6132311;-122.3453607;Sarajevo Lounge;47.614174171158226;-122.34763053546014;Lounge
Belltown;47.6132311;-122.3453607;G.H. Pasta Co.;47.616702;-122.342482;Restaurant
Belltown;47.6132311;-122.3453607;Thompson Seattle;47.6103545;-122.3412645;Hotel
Belltown;47.6132311;-122.3453607;Beecher's Handmade Cheese;47.60956997146841;-122.34185099601746;Cheese Shop
Bitter Lake/Broadview;47.7266451;-122.352272142764;Planet Fitness;47.725856898674834;-122.3462223072659;Gym / Fitness Center
Bitter Lake/Broadview;47.7266451;-122.352272142764;Ross Dress for Less;47.72542935307069;-122.34682687451861;Clothing Store
Bitter Lake/Broadview;47.7266451;-122.352272142764;Bitter Lake Playfield;47.724150144535194;-122.34912857972539;Athletics & Sports
Bitter Lake/Broadview;47.7266451;-122.352272142764;Grocery Outlet;47.72492630860149;-122.34653323786773;Grocery Store
Bitter Lake/Broadview;47.7266451;-122.352272142764;Dollar Tree;47.72506296085618;-122.34667219311315;Discount Store
Bitter Lake/Broadview;47.7266451;-122.352272142764;Beijing Chinese Restaurant;47.728834834107;-122.35576368112758;Chinese Restaurant
Bitter Lake/Broadview;47.7266451;-122.352272142764;CrossFit North Seattle;47.72654637607341;-122.34741298100369;Gym
Capitol Hill;47.6238307;-122.3183689;Espresso Vivace;47.62375214;-122.320998;Coffee Shop
Capitol Hill;47.6238307;-122.3183689;CorePower Yoga;47.623323;-122.3212249;Yoga Studio
Capitol Hill;47.6238307;-122.3183689;Altura;47.62476315768852;-122.3211028556883;Italian Restaurant
Capitol Hill;47.6238307;-122.3183689;Poppy;47.62501482856597;-122.32074852894456;Indian Restaurant
Capitol Hill;47.6238307;-122.3183689;Corvus & Co.;47.62438019046556;-122.32114067796788;Cocktail Bar
Capitol Hill;47.6238307;-122.3183689;Witness;47.62233857842506;-122.32096155631781;Cocktail Bar
Capitol Hill;47.6238307;-122.3183689;Pho Than Brothers;47.623911209348904;-122.32107255721172;Noodle House
Capitol Hill;47.6238307;-122.3183689;Herb & Bitter Public House;47.623560360932245;-122.32091704223164;Cocktail Bar
Capitol Hill;47.6238307;-122.3183689;Wedgwood II Vegetarian Thai;47.62265786482233;-122.32084083972205;Thai Restaurant
Capitol Hill;47.6238307;-122.3183689;Joe Bar;47.62510841261312;-122.32162083357389;Coffee Shop
Capitol Hill;47.6238307;-122.3183689;Espresso Vivace Sidewalk Bar;47.621633627815214;-122.32105659897381;Coffee Shop
Capitol Hill;47.6238307;-122.3183689;underU4men;47.62536118374875;-122.3214527964592;Men's Store
Capitol Hill;47.6238307;-122.3183689;Bait Shop;47.62459501994105;-122.3208606077965;Bar
Capitol Hill;47.6238307;-122.3183689;Lionhead;47.624880599733395;-122.32082398938964;Szechuan Restaurant
Capitol Hill;47.6238307;-122.3183689;Menchie's Frozen Yogurt;47.623401296284534;-122.32099939911132;Frozen Yogurt Shop
Capitol Hill;47.6238307;-122.3183689;Due' Cucina Italiana;47.62243120000001;-122.3205861;Italian Restaurant
Capitol Hill;47.6238307;-122.3183689;Rom Mai Thai;47.62471467069717;-122.32106712925105;Thai Restaurant
Capitol Hill;47.6238307;-122.3183689;TRIBE Fitness;47.624561268467666;-122.32075641106029;Gym
Capitol Hill;47.6238307;-122.3183689;Massage Envy - Capitol Hill;47.6224394;-122.3212645;Spa
Capitol Hill;47.6238307;-122.3183689;Roy Street Coffee & Tea;47.62519629325031;-122.32125608699589;Coffee Shop
Capitol Hill;47.6238307;-122.3183689;Orangetheory Fitness;47.62368736961962;-122.32101455295971;Gym / Fitness Center
Capitol Hill;47.6238307;-122.3183689;Freeman;47.62517736399577;-122.32134683752592;Men's Store
Capitol Hill;47.6238307;-122.3183689;The Deluxe Bar and Grill;47.625113816722404;-122.32119603216644;American Restaurant
Capitol Hill;47.6238307;-122.3183689;Scream Salon;47.62100039896817;-122.32144178589691;Salon / Barbershop
Capitol Hill;47.6238307;-122.3183689;Lifelong Thift Store;47.62142;-122.32065;Thrift / Vintage Store
Capitol Hill;47.6238307;-122.3183689;Ada's Technical Books and Cafe;47.6226861936587;-122.31295126749109;Bookstore
Capitol Hill;47.6238307;-122.3183689;Skoah;47.62354267664953;-122.32098936364773;Spa
Capitol Hill;47.6238307;-122.3183689;Tacos Chukis;47.62051963308049;-122.32151554380063;Taco Place
Capitol Hill;47.6238307;-122.3183689;Liberty;47.62356128661233;-122.31272839642433;Lounge
Capitol Hill;47.6238307;-122.3183689;Spin Cycle;47.62174995241713;-122.3210361925999;Record Shop
Capitol Hill;47.6238307;-122.3183689;Cook Weaver;47.62510170196056;-122.32178191972945;Restaurant
Capitol Hill;47.6238307;-122.3183689;Pagliacci Pizza;47.6227676383352;-122.32083116351247;Pizza Place
Capitol Hill;47.6238307;-122.3183689;Coastal Kitchen;47.62280358366865;-122.31287788001617;Seafood Restaurant
Capitol Hill;47.6238307;-122.3183689;Victrola;47.62236368131237;-122.31290701534436;Coffee Shop
Capitol Hill;47.6238307;-122.3183689;Mud Bay;47.62101613890542;-122.32140896372006;Pet Store
Capitol Hill;47.6238307;-122.3183689;QFC;47.622465;-122.321376;Supermarket
Capitol Hill;47.6238307;-122.3183689;The Wandering Goose;47.622098794534296;-122.3127760366664;Southern / Soul Food Restaurant
Capitol Hill;47.6238307;-122.3183689;Cafe Solstice;47.62091247006545;-122.3197643099023;Café
Capitol Hill;47.6238307;-122.3183689;The Grinning Yogi;47.62190577705649;-122.31282003143573;Yoga Studio
Capitol Hill;47.6238307;-122.3183689;Smith;47.621521383960264;-122.31265956589225;Pub
Capitol Hill;47.6238307;-122.3183689;Caffe Ladro;47.62301345680476;-122.31276511679478;Coffee Shop
Capitol Hill;47.6238307;-122.3183689;Rainbow Natural Remedies;47.62221961803276;-122.31275455050846;Pharmacy
Capitol Hill;47.6238307;-122.3183689;Nuflours;47.62391104219923;-122.31256778891444;Bakery
Capitol Hill;47.6238307;-122.3183689;Junkichi Robata Izakaya;47.620671242882075;-122.32076479491458;Japanese Restaurant
Capitol Hill;47.6238307;-122.3183689;Rione XIII;47.62206240881666;-122.31280586647924;Italian Restaurant
Capitol Hill;47.6238307;-122.3183689;Vaca Loca;47.62050115533193;-122.32124009944387;Latin American Restaurant
Capitol Hill;47.6238307;-122.3183689;Americana Restaurant;47.620577676809326;-122.32126504182816;American Restaurant
Capitol Hill;47.6238307;-122.3183689;The Red Balloon Company;47.622544081053164;-122.31279332661644;Gift Shop
Capitol Hill;47.6238307;-122.3183689;Uncle Ike's Capitol Hill;47.623183887538346;-122.31282147680845;Marijuana Dispensary
Capitol Hill;47.6238307;-122.3183689;Queen Sheba Ethiopian Restaurant;47.62000156404517;-122.32007228522369;Ethiopian Restaurant
Capitol Hill;47.6238307;-122.3183689;Jamjuree;47.623440763778376;-122.31279767773718;Thai Restaurant
Capitol Hill;47.6238307;-122.3183689;Nacho Borracho;47.62010605990856;-122.32107430116586;Mexican Restaurant
Capitol Hill;47.6238307;-122.3183689;Highline;47.620168986838046;-122.32085785419724;Bar
Capitol Hill;47.6238307;-122.3183689;The Shop Agora;47.62184223664477;-122.312645856179;Wine Shop
Capitol Hill;47.6238307;-122.3183689;Kimchi Bistro;47.62053336002733;-122.32132675438797;Korean Restaurant
Capitol Hill;47.6238307;-122.3183689;Villa Escondida;47.620607484743886;-122.3212520454474;Mexican Restaurant
Capitol Hill;47.6238307;-122.3183689;Broadway Locksmith Inc;47.62004;-122.31986;Locksmith
Capitol Hill;47.6238307;-122.3183689;11th Avenue Inn Bed and Breakfast;47.61951038418609;-122.31859001866111;Bed & Breakfast
Capitol Hill;47.6238307;-122.3183689;Hana Restaurant;47.620519806448364;-122.32104099481363;Japanese Restaurant
Capitol Hill;47.6238307;-122.3183689;Ada’s Discovery Cafe;47.621197;-122.321799;Café
Capitol Hill;47.6238307;-122.3183689;Trendy Wendy;47.620229254516566;-122.32107664612107;Clothing Store
Capitol Hill;47.6238307;-122.3183689;U.S. Bank ATM;47.61987582853018;-122.32113037165065;ATM
Capitol Hill;47.6238307;-122.3183689;Neon Taco;47.620103342385434;-122.32109670274899;Taco Place
Capitol Hill;47.6238307;-122.3183689;Mirch Masala;47.62035063201902;-122.32109824691086;Indian Restaurant
Chinatown-International District;47.5991746;-122.3232294;Green Leaf Vietnamese Restaurant;47.59858422766606;-122.3224386644867;Vietnamese Restaurant
Chinatown-International District;47.5991746;-122.3232294;Kau Kau Barbeque Market;47.59838388345117;-122.3248413522391;Chinese Restaurant
Chinatown-International District;47.5991746;-122.3232294;Mike's Noodle House;47.598653999593566;-122.32488870620728;Chinese Restaurant
Chinatown-International District;47.5991746;-122.3232294;Maneki;47.599674852845304;-122.32636588867386;Sushi Restaurant
Chinatown-International District;47.5991746;-122.3232294;Go Poké;47.598229;-122.325254;Poke Place
Chinatown-International District;47.5991746;-122.3232294;Theatre Off Jackson;47.59889822944957;-122.32398871067649;Performing Arts Venue
Chinatown-International District;47.5991746;-122.3232294;Jade Garden;47.59846852572892;-122.32369061732766;Chinese Restaurant
Chinatown-International District;47.5991746;-122.3232294;Massive Monkees studios: The Beacon;47.5984063671401;-122.32438474693936;Dance Studio
Chinatown-International District;47.5991746;-122.3232294;KOBO;47.59920145030391;-122.3260832149394;Art Gallery
Chinatown-International District;47.5991746;-122.3232294;Lan Huê;47.59919596087398;-122.32022778202317;Vietnamese Restaurant
Chinatown-International District;47.5991746;-122.3232294;Tsukushinbo;47.59996315315612;-122.32687778842212;Japanese Restaurant
Chinatown-International District;47.5991746;-122.3232294;World Pizza;47.59842425921504;-122.3239498169;Pizza Place
Chinatown-International District;47.5991746;-122.3232294;Wing Luke Museum of the Asian Pacific American Experience;47.598443609334545;-122.32300040808246;History Museum
Chinatown-International District;47.5991746;-122.3232294;Eastern Café;47.59791784113994;-122.32499775358421;Café
Chinatown-International District;47.5991746;-122.3232294;Seattle Pinball Museum;47.597937129633564;-122.32501139925274;Museum
Chinatown-International District;47.5991746;-122.3232294;Fuji Bakery;47.59835648956966;-122.32641879822985;Bakery
Chinatown-International District;47.5991746;-122.3232294;Pink Gorilla;47.59825599591475;-122.32624942551264;Video Game Store
Chinatown-International District;47.5991746;-122.3232294;Harbor City Restaurant;47.59837711767561;-122.32338164020902;Chinese Restaurant
Chinatown-International District;47.5991746;-122.3232294;Bambu;47.59784830563128;-122.32357537531317;Dessert Shop
Chinatown-International District;47.5991746;-122.3232294;Kinokuniya Book Store;47.59730729413182;-122.32677280990137;Bookstore
Chinatown-International District;47.5991746;-122.3232294;Fort St. George;47.59835482384841;-122.3262279500788;Japanese Restaurant
Chinatown-International District;47.5991746;-122.3232294;Imperial Foot Massage;47.59915484573782;-122.32029604258345;Massage Studio
Chinatown-International District;47.5991746;-122.3232294;Momo;47.59923477153534;-122.32627285953772;Boutique
Chinatown-International District;47.5991746;-122.3232294;Little Sheep Mongolian Hot Pot, Seattle;47.597454046633814;-122.32619062617528;Hotpot Restaurant
Chinatown-International District;47.5991746;-122.3232294;Vital Tea Leaf;47.5990408;-122.3248711;Tea Room
Chinatown-International District;47.5991746;-122.3232294;Ton Kiang Barbeque Noodle House;47.597375658002626;-122.32401727801873;Chinese Restaurant
Chinatown-International District;47.5991746;-122.3232294;Uwajimaya;47.59741142052452;-122.3274000873178;Supermarket
Chinatown-International District;47.5991746;-122.3232294;Panama Hotel Tea & Coffee;47.59997006448296;-122.32614684210247;Coffee Shop
Chinatown-International District;47.5991746;-122.3232294;Young Tea;47.597366213216866;-122.32596158981323;Bubble Tea Shop
Chinatown-International District;47.5991746;-122.3232294;Dim Sum King;47.59917788825318;-122.32560973683279;Chinese Restaurant
Chinatown-International District;47.5991746;-122.3232294;Szechuan Noodle Bowl;47.59851922711214;-122.32255945985528;Chinese Restaurant
Chinatown-International District;47.5991746;-122.3232294;Dough Zone Dumpling House;47.59793086989331;-122.32762427885967;Dumpling Restaurant
Chinatown-International District;47.5991746;-122.3232294;Honey Court Seafood;47.597814514294576;-122.3249658102842;Chinese Restaurant
Chinatown-International District;47.5991746;-122.3232294;Tamarind Tree;47.59982899733872;-122.31789066445099;Vietnamese Restaurant
Chinatown-International District;47.5991746;-122.3232294;Uwajimaya Deli;47.59736400493353;-122.32726686095577;Deli / Bodega
Chinatown-International District;47.5991746;-122.3232294;Oasis Tea Zone;47.59763996958864;-122.32651556000312;Bubble Tea Shop
Chinatown-International District;47.5991746;-122.3232294;Chu Minh Tofu And Vegetarian Deli;47.59887052180144;-122.31751898103563;Vietnamese Restaurant
Chinatown-International District;47.5991746;-122.3232294;Henry's Taiwan Plus;47.59832793992119;-122.3266418564073;Taiwanese Restaurant
Chinatown-International District;47.5991746;-122.3232294;85C Bakery Cafe;47.59912343124828;-122.32777929828116;Bakery
Chinatown-International District;47.5991746;-122.3232294;Hood Famous Cafe + Bar;47.59815;-122.327507;Café
Chinatown-International District;47.5991746;-122.3232294;Shilla Korean BBQ;47.59740413479633;-122.3272039144798;Korean Restaurant
Chinatown-International District;47.5991746;-122.3232294;Thai Curry Simple;47.598892722997206;-122.3276418011811;Thai Restaurant
Chinatown-International District;47.5991746;-122.3232294;Seattle Deli;47.60023469456016;-122.31744634924641;Vietnamese Restaurant
Chinatown-International District;47.5991746;-122.3232294;Yummy House Bakery;47.597742569769764;-122.32629806182162;Bakery
Chinatown-International District;47.5991746;-122.3232294;Gourmet Noodle Bowl;47.59622078262566;-122.32242382724107;Hotpot Restaurant
